group,feature,smd_before,smd_after_overlap,abs_smd_before,abs_smd_after_overlap
B2,platelets_max,0.1434607639247366,-0.041051878045988914,0.1434607639247366,0.041051878045988914
B2,platelets_std,0.5984674646231222,0.1168145345779413,0.5984674646231222,0.1168145345779413
B2,platelets_first,0.04669391323986328,-0.1264176594109685,0.04669391323986328,0.1264176594109685
B2,platelets_last,-0.15143066694528257,-0.05867382986667632,0.15143066694528257,0.05867382986667632
B2,platelets_delta,-0.26589425689765445,0.057872608561560325,0.26589425689765445,0.057872608561560325
B2,platelets_slope,-0.01576035290025118,0.2004838696102706,0.01576035290025118,0.2004838696102706
B2,heart_rate_mean,-0.462036542607982,-0.136295767392926,0.462036542607982,0.136295767392926
B2,heart_rate_median,-0.4049562772815284,-0.07451407574004966,0.4049562772815284,0.07451407574004966
B2,heart_rate_min,-0.6022171580856146,-0.08024686691882646,0.6022171580856146,0.08024686691882646
B2,heart_rate_max,-0.25563375602274824,-0.2841466778227476,0.25563375602274824,0.2841466778227476
B2,heart_rate_std,0.21436987260428417,-0.24826938360218637,0.21436987260428417,0.24826938360218637
B2,heart_rate_first,-0.4170781129596561,-0.07358482222379936,0.4170781129596561,0.07358482222379936
B2,heart_rate_last,-0.5563709469155019,-0.11078773707316646,0.5563709469155019,0.11078773707316646
B2,heart_rate_delta,-0.12277514869151239,-0.03617521926803823,0.12277514869151239,0.03617521926803823
B2,heart_rate_slope,0.32002516799617364,0.25085090063819,0.32002516799617364,0.25085090063819
B2,mbp_mean,0.17863041702595622,0.2459555169701413,0.17863041702595622,0.2459555169701413
B2,mbp_median,0.10900460078082955,0.23270775610122033,0.10900460078082955,0.23270775610122033
B2,mbp_min,-0.26324062551994276,0.09316408585909879,0.26324062551994276,0.09316408585909879
B2,mbp_max,0.5834252607233184,0.35676690055816834,0.5834252607233184,0.35676690055816834
B2,mbp_std,0.38917835482710844,0.08558418569962309,0.38917835482710844,0.08558418569962309
B2,mbp_first,0.1278263761799158,-0.22929635523296596,0.1278263761799158,0.22929635523296596
B2,mbp_last,0.0739800700925511,0.2895868214156787,0.0739800700925511,0.2895868214156787
B2,mbp_delta,-0.06361191689045968,0.3616561079491092,0.06361191689045968,0.3616561079491092
B2,mbp_slope,0.21733881502708483,0.15571729519700034,0.21733881502708483,0.15571729519700034
B2,resp_rate_mean,0.28618104465041877,0.323430830141311,0.28618104465041877,0.323430830141311
B2,resp_rate_median,0.27140535227830953,0.30748643902449135,0.27140535227830953,0.30748643902449135
B2,resp_rate_min,-0.06551474795549452,0.2746963447465189,0.06551474795549452,0.2746963447465189
B2,resp_rate_max,0.47323265952546933,0.21758745847402797,0.47323265952546933,0.21758745847402797
B2,resp_rate_std,0.4802720409088107,0.18620044638563937,0.4802720409088107,0.18620044638563937
